"CPW_LOT","DEVICE","FACILITY","TOP","IOP","VPPK","VXOVR","VEA","WAVELENGTH","LFIBER","EXT_RATIO","DISP_PENALTY","MASK_MARGIN","SMSR","RISE_TIME","FALL_TIME","OVERSHOOT","JITTER","CROSSING","ISS","RTH","IPD","IPHOTO","DEVICE_FM","TEST_RUNS","STATE","PRODUCT","FIRST_FAIL_MODE","TEST_DT","PKG_CODE"
"859849","152009908","PKGF10GB2","41.77","79.9",".6","1.36","-.65","1558.175",".338","11.1",".73","20","51.52","21.1","20.7","1.35","2.59","50",".1734","4.97597","1062.638","25.45679","PASS","3","C","1655L024","PASS","07-JUN-15","40km DWDM"
"859954","152010013","PKGF10GB5","30","70",".4","1.47","-.8","1553.911","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1518","-999","-999","27.60874","FAIL","3","C","1625L4B29","FAIL_WAVELENGTH","02-JUN-15","40km DWDM"
"859956","152010015","PKGF10GB6","42.74","90",".72","1.51","-.9","1554.1368","2.263","12.2","3.49","20","51.97","20.5","23","1.15","1.83","49",".1603","4.78676","782.756","31.78085","FAIL","3","C","1626L4B29","FAIL_DISP_PENALTY","13-JUN-15","80km DWDM"
"859962","152010021","PKGF10GB6","38.51","75",".65","1.5","-1.1","1554.1368","2.733","10.6","2.78","20","51.73","20.5","24",".88","2.01","49",".1521","5.66873","789.244","33.8328","FAIL","3","C","1626L4B29","FAIL_CURV_1600PSPNM","24-JUN-15","80km DWDM"
"859968","152010027","PKGF10GB5","45","70",".4","1.47","-.8","1554.104","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1517","-999","-999","25.95099","FAIL","3","C","1625L4B29","FAIL_WAVELENGTH","02-JUN-15","40km DWDM"
"859969","152010028","PKGF10GB5","45","70",".4","1.47","-.8","1552.889","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1517","-999","-999","27.08602","FAIL","3","C","1625L4B29","FAIL_WAVELENGTH","02-JUN-15","40km DWDM"
"860005","152010064","PKGF10GB5","38.83","59",".72","1.55","-1.35","1537.399","1.622","10.5","3.33","-999","-999","-999","-999","-999","-999","50",".1792","-999","354.922","38.82278","FAIL","3","C","1626L4B50","FAIL_TUNING","20-JUN-15","80km DWDM"
"860006","152010065","PKGF10GB2","38.33","52.45",".7","1.57","-1.3","1537.399","1.403","10","998.8","-999","-999","-999","-999","-999","-999","47",".1828","-999","305.257","34.46561","FAIL","5","C","1625L4B50","FAIL_CROSSING","21-JUN-15","40km DWDM"
"860041","152010200","PKGF10GB5","35","90",".42","1.51","-.9","1537.348","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1537","-999","-999","33.94268","FAIL","3","C","1626L4B50","FAIL_WAVELENGTH","20-JUN-15","80km DWDM"
"860302","152010561","PKGF10GB5","38","70",".4","1.47","-.7","1550.05","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1525","-999","-999","26.42183","FAIL","3","C","1655L034","FAIL_WAVELENGTH","21-JUN-15","40km DWDM"
"860341","152010600","PKGF10GB7","40.34","85",".62","1.57","-1","1550.115","2.425","10.6","2.45","20","50.54","19.6","25.5","1.28","2.28","50",".1673","5.26284","1148.866","35.16569","PASS","3","C","1656L034","PASS","04-JUN-15","80km DWDM"
"860351","152010610","PKGF10GB3","47.66","94.9",".67","1.58","-.9","1550.115","1.623","10.7","3.15","20","53.88","20.4","22.4",".85","1.98","51",".1692","3.94598","990.768","35.2521","FAIL","4","C","1656L034","FAIL_DISP_PENALTY","20-JUN-15","80km DWDM"
"860433","152100420","PKGF10GB2","42.85","52",".74","1.61","-.7","1558.979",".91","8.7","998.8","-999","50.22","62","51.3","3.93","-999","50",".1866","4.76387","513.771","21.87668","FAIL","4","C","1655L123","FAIL_EXT_RATIO","20-JUN-15","40km DWDM"
"860459","152100446","PKGF10GB1","45.37","70.39",".4","1.45","-.7","1558.981","-.505","11.1",".88","15","49.66","18.7","24.3","2.05","2.78","50",".143","4.3183","1062.148","23.47248","PASS","1","C","1655L123","PASS","22-JUN-15","40km DWDM"
"860480","152100467","PKGF10GB1","30.1","94.9",".65","1.59","-1.58","1611.111","-1.254","10.6","998.8","-999","-999","-999","-999","-999","-999","51",".1632","-999","436.681","56.37658","FAIL","1","C","1626L3161","FAIL_TUNING","20-JUN-15","70km CWDM 161"
"860503","152100490","PKGF10GB3","36","75.72",".45","1.49","-.9","1610.826","1.024","12.2",".66","20","47.8","18.4","22",".33","1.94","50",".1498","6.27756","386.892","32.97155","PASS","4","C","1625L3161","PASS","19-JUN-15","40km CWDM"
"860534","152100591","PKGF10GB1","30.1","94.9",".4","1.47","-1.5","1609.779","-.24","11","2.07","0","51.54","17.9","24","3.3","3.2","46",".1443","8.04379","1783.077","46.7701","FAIL","3","C","1626L3161","FAIL_LFIBER","22-JUN-15","70km CWDM 161"
"860535","152100592","PKGF10GB1","30.1","94.9",".4","1.52","-1.48","1609.876",".574","11","2.93","0","53.37","17.8","24","2.01","2.89","51",".1431","8.04379","589.573","50.91766","PASS","3","C","1626L3161","PASS","21-JUN-15","70km CWDM 161"
"860566","152100635","PKGF10GB5","45.15","94.9",".75","1.51","-1.05","1550.114","1.234","10.9","998.9","-999","-999","-999","-999","-999","-999","49",".1814","-999","1291.786","36.47561","FAIL","3","C","1656L034","FAIL_TUNING","16-JUN-15","80km DWDM"
"860570","152100639","PKGF10GB3","38","94.9",".68","1.51","-.85","1549.6","1.562","10.6","998.9","-999","-999","-999","-999","-999","-999","49",".1695","-999","1355.84","30.94548","FAIL","5","C","1656L035","FAIL_WAVELENGTH","11-JUN-15","80km DWDM"
"860574","152100643","PKGF10GB3","39.51","94.9",".75","1.52","-1.2","1550.118",".966","10.5","998.9","-999","-999","-999","-999","-999","-999","50",".1759","-999","659.037","44.27594","FAIL","4","C","1656L034","FAIL_TUNING","20-JUN-15","80km DWDM"
"860578","152100647","PKGF10GB3","48","85",".42","1.51","-.9","1549.038","7.418","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1475","-999","-999","32.72861","FAIL","2","C","1656L035","FAIL_WAVELENGTH","23-JUN-15","80km DWDM"
"860580","152100649","PKGF10GB5","39.11","84.99",".47","1.44","-1.2","1550.122","1.756","10.5","2.75","19","54.18","20.5","26.1",".58","2.24","49",".1572","5.53216","982.526","40.14864","PASS","3","C","1656L034","PASS","09-JUN-15","80km DWDM"
"860586","152100655","PKGF10GB7","40.66","53.64",".74","1.6","-1.4","1549.314","1.767","9.8","998.8","-999","-999","-999","-999","-999","-999","50",".1772","-999","230.628","39.07504","FAIL","4","C","1656L035","FAIL_TUNING","11-JUN-15","80km DWDM"
"860587","152100656","PKGF10GB4","35","75",".74","1.6","-1.35","1549.453","1.899","9.8","998.8","-999","48.26","18.6","27.7",".96","-999","50",".1698","6.54688","460.072","44.19659","FAIL","3","C","1626L0","FAIL_EXT_RATIO","07-JUN-15","80km TDM"
"860588","152100657","PKGF10GB5","38","85",".42","1.51","-.9","1549.336","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1531","-999","-999","32.48494","FAIL","3","C","1656L034","FAIL_WAVELENGTH","17-JUN-15","80km DWDM"
"860589","152100658","PKGF10GB6","48","85",".42","1.51","-.9","1549.4273","7.614","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1336","-999","-999","31.14996","FAIL","4","C","1656L034","FAIL_WAVELENGTH","23-JUN-15","80km DWDM"
"860595","152100668","PKGF10GB6","48","85",".42","1.51","-.9","1549.4426","9.693","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1371","-999","-999","32.14236","FAIL","2","C","1656L034","FAIL_WAVELENGTH","11-JUN-15","80km DWDM"
"860669","152100798","PKGF10GB7","35","90",".42","1.51","-.8","1549.448","8.465","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1503","-999","-999","35.55865","FAIL","3","C","1626L4B35","FAIL_WAVELENGTH","02-JUN-15","80km DWDM"
"860673","152100802","PKGF10GB5","43.91","94.9",".75","1.51","-.9","1549.314",".909","11.6","998.9","-999","-999","-999","-999","-999","-999","49",".1817","-999","1446.339","31.86713","FAIL","3","C","1626L4B35","FAIL_TUNING","20-JUN-15","80km DWDM"
"860678","152100814","PKGF10GB5","41.58","90",".42","1.46","-.8","1539.765","3.267","10.7","1.48","20","54.14","23","26.2",".77","2.4","49",".1538","5.0103","1118.753","33.03056","PASS","1","C","1626L4B47","PASS","24-JUN-15","80km DWDM"
"860705","152100844","PKGF10GB5","43.31","90",".45","1.51","-.85","1541.344","2.474","10.7","1.66","16","53.35","23.2","27.4",".85","2.59","51",".1562","4.67918","481.374","35.67794","PASS","1","C","1626L4B45","PASS","07-JUN-15","80km DWDM"
"860771","152101078","PKGF10GB5","43.1","94.9",".41","1.54","-.9","1537.395","1.281","10.9","3.25","15","52.07","19","25.3","2.1","2.68","51",".1526","4.71733","1255.514","33.45272","FAIL","3","C","1626L4B50","FAIL_DISP_PENALTY","20-JUN-15","80km DWDM"
"860875","152101446","PKGF10GB3","40.9","63",".74","1.21","-.7","1557.363","1.736","9.8","998.9","-999","51.65","22","21.7",".35","-999","50",".1747","5.13771","665.522","22.72538","FAIL","6","C","1655L025","FAIL_EXT_RATIO","22-JUN-15","40km DWDM"
"860879","152101450","PKGF10GB4","41.7","60",".4","1.47","-.7","1557.363","1.56","11.2",".59","20","48.48","20.9","25.5",".42","1.55","50",".1415","4.98589","836.161","23.1516","PASS","1","C","1655L025","PASS","20-JUN-15","40km DWDM"
"861068","152101716","PKGF10GB3","38.5","85",".75","1.59","-1.08","1550.595","2.593","10.9","1.3","20","50.25","-999","-999","-999","2.4","49",".1759","5.66644","1847.562","36.73042","FAIL","3","C","1626L0","FAIL_IPD","06-JUN-15","80km TDM"
"861071","152101743","PKGF10GB6","35.05","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0001","-999","-999","-999","FAIL","1","C","1656L033","FAIL_IPD_CONTACT","07-JUN-15","80km DWDM"
"861524","152103782","PKGF10GB2","47.91","65",".4","1.51","-.6","1546.913","-.394","11.3",".25","7","-999","-999","-999","-999","3.22","49",".1546","-999","361.028","24.75917","FAIL","2","C","1655L138","FAIL_TUNING","16-JUN-15","40km DWDM"
"CK-861575","152103969","PKGF10GB2","42.04","59",".4","1.39","-.7","1546.117",".895","11.7","1.09","20","49.76","19.7","21.4","1.42","2.39","50",".155","4.92256","639.734","23.39803","PASS","2","C","1655L139","PASS","21-JUN-15","40km DWDM"
"861611","152104200","PKGF10GB2","43.7","65",".4","1.46","-.7","1546.916",".673","11.5",".29","20","49.74","17.9","22.3","1.88","2.35","50",".1548","4.60746","1014.267","24.24931","PASS","1","C","1655L138","PASS","05-JUN-15","40km DWDM"
"CK-861872","152104592","PKGF10GB4","40.45","65",".4","1.42","-.7","1554.133","-.234","10.7",".74","20","47.12","22.9","25.3",".28","1.76","50",".1409","5.24147","1050.088","22.6981","PASS","1","C","1655L129","PASS","18-JUN-15","40km DWDM"
"862192","152104935","PKGF10GB3","42.18","65",".4","1.47","-.7","1542.934",".64","10.8",".22","20","48.52","19.3","22",".74","1.81","49",".1458","4.89509","1031.434","23.8284","PASS","1","C","1655L143","PASS","09-JUN-15","40km DWDM"
"862360","152105114","PKGF10GB5","48.1","94.9",".75","1.58","-.8","-999","1.254","10.7","998.9","-999","-999","-999","-999","-999","-999","51",".1812","-999","891.658","31.97316","FAIL","5","C","1656L0T","FAIL_TUNING","14-JUN-15","80km TDM"
"862375","152105129","PKGF10GB6","48.1","94.9",".75","1.54","-.95","-999",".858","11.4","998.8","-999","-999","-999","-999","-999","-999","51",".16","-999","1291.719","34.24219","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"862377","152105131","PKGF10GB4","48.1","94.9",".62","1.58","-.9","1557.022","1.589","11.7","4.53","19","48.59","18.4","25.7",".9","1.94","50",".1592","3.88342","1376.628","34.44001","FAIL","3","C","1656L0T","FAIL_DISP_PENALTY","11-JUN-15","80km TDM"
"862379","152105211","PKGF10GB6","50","93.28",".71","1.49","-1.05","-999","1.575","10.5","998.8","-999","-999","-999","-999","-999","-999","49",".1562","-999","1126.161","35.45893","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"862382","152105214","PKGF10GB3","48.1","94.9",".75","1.6","-.9","-999","1.213","10.6","998.9","-999","-999","-999","-999","-999","-999","49",".1756","-999","1077.745","33.68033","FAIL","3","C","1656L0T","FAIL_TUNING","14-JUN-15","80km TDM"
"862387","152105219","PKGF10GB4","48.1","94.9",".72","1.58","-1.1","-999","1.156","10.5","998.8","-999","-999","-999","-999","-999","-999","50",".1673","-999","500.002","41.67126","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"862396","152105228","PKGF10GB4","48.1","94.9",".75","1.58","-.9","-999","1.466","11.5","998.8","-999","-999","-999","-999","-999","-999","49",".1695","-999","1069.709","33.70953","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"862398","152105230","PKGF10GB6","48.1","90",".68","1.49","-.95","-999","3.165","11.3","2.81","7","-999","-999","-999","-999","1.98","49",".1532","-999","718.41","36.13194","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"862425","152106045","PKGF10GB4","41.35","63",".4","1.47","-.7","1550.918",".963","10.8",".75","20","49.25","22.7","25.8",".33","1.61","51",".1418","5.05684","878.534","23.95023","PASS","1","C","1655L133","PASS","05-JUN-15","40km DWDM"
"862605","152106457","PKGF10GB4","38","65",".4","1.47","-.7","1550.951","8.463","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1418","-999","-999","21.82596","FAIL","3","C","1655L133","FAIL_WAVELENGTH","12-JUN-15","40km DWDM"
"862649","152106533","PKGF10GB2","39.27","63",".5","1.43","-.7","1550.921",".958","10.6",".6","20","50.29","20.3","23","1.28","2.5","51",".1639","5.50088","410.925","24.82798","PASS","1","C","1655L133","PASS","04-JUN-15","40km DWDM"
"862827","152106878","PKGF10GB1","39.7","79.9",".4","1.42","-.65","1542.933",".693","11.4","1.03","20","52.37","22.1","26",".73","2.38","50",".1423","5.40246","599.424","29.8416","PASS","3","C","1655L043","PASS","11-JUN-15","40km DWDM"
"863107","152107163","PKGF10GB4","40.39","57",".55","1.48","-.7","1540.557",".913","10.6",".75","20","47.73","21","25.8",".69","1.58","50",".153","5.25444","801.881","21.23072","PASS","4","C","1655L146","PASS","11-JUN-15","40km DWDM"
"863252","152107887","PKGF10GB5","40.1","79.9",".59","1.5","-.65","1550.4",".405","10.5","1","15","55.05","23.4","26.5",".33","2.05","50",".1674","5.31777","663.035","27.01308","PASS","4","C","1655L0","PASS","14-JUN-15","40km TDM"
"863289","152107921","PKGF10GB5","48.1","94.9",".75","1.59","-.85","-999","1.051","10.6","998.9","-999","-999","-999","-999","-999","-999","51",".1814","-999","1197.633","31.21515","FAIL","4","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"863303","152108118","PKGF10GB7","48.1","94.9",".62","1.58","-1.1","1552.236","1.555","10.8","2.79","20","50.92","19.7","24.7","1.33","2.41","49",".1669","3.88113","915.031","37.42986","PASS","2","C","1656L0T","PASS","10-JUN-15","80km TDM"
"863307","152108122","PKGF10GB5","45.03","70",".4","1.53","-.7","1559.383",".83","11",".84","18","49.76","20.9","26.2","1.65","2.21","50",".1513","4.37705","412.573","26.05018","PASS","6","C","1655L0","PASS","14-JUN-15","40km TDM"
"863314","152108129","PKGF10GB2","48.1","94.9",".52","1.53","-.8","1553.15","1.785","11.8","1.48","20","51.6","14.1","21.1","1.28","2.99","50",".1661","3.88647","1300.984","31.69558","PASS","1","C","1656L0T","PASS","06-JUN-15","80km TDM"
"863321","152108136","PKGF10GB6","35.04","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0001","-999","-999","-999","FAIL","2","C","1656L0T","FAIL_MODULATOR_CONTACT","06-JUN-15","80km TDM"
"863323","152108138","PKGF10GB2","45","79.9",".45","1.41","-.7","1559.1",".487","10.8",".62","20","51.78","22.6","23.3","1.61","2.44","49",".1588","4.3801","1170.596","26.53911","PASS","4","C","1655L0","PASS","11-JUN-15","40km TDM"
"863349","152108164","PKGF10GB6","50","90",".59","1.55","-.95","1547.1451","2.489","10.6",".66","20","51.99","19.7","23.8",".81","1.81","50",".1502","3.60494","848.704","35.61789","PASS","2","C","1656L0T","PASS","06-JUN-15","80km TDM"
"863361","152108176","PKGF10GB5","48.1","94.9",".75","1.58","-.65","-999","1.248","10.6","998.9","-999","-999","-999","-999","-999","-999","49",".1815","-999","1467.338","27.62442","FAIL","2","C","1656L0T","FAIL_TUNING","16-JUN-15","80km TDM"
"863362","152108177","PKGF10GB5","48.1","94.9",".75","1.59","-.8","-999","1.431","10.9","998.9","-999","-999","-999","-999","-999","-999","50",".1819","-999","610.117","34.79929","FAIL","3","C","1656L0T","FAIL_TUNING","23-JUN-15","80km TDM"
"863363","152108178","PKGF10GB5","48.1","94.9",".75","1.56","-.85","-999","1.33","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1814","-999","611.874","35.69672","FAIL","4","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"863364","152108179","PKGF10GB7","48.1","94.9",".57","1.61","-.9","1544.76","1.537","11.2","2.28","19","51.16","20.2","24.4",".54","2.75","51",".1632","3.88113","692.419","38.88646","PASS","2","C","1656L0T","PASS","23-JUN-15","80km TDM"
"863371","152108186","PKGF10GB4","35.04","-999","-.01","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0007","-999","-999","-999","FAIL","3","C","1656L0T","FAIL_MODULATOR_CONTACT","07-JUN-15","80km TDM"
"863393","152108208","PKGF10GB7","48.1","93.48",".47","1.57","-.9","1545.53","1.818","10.8","1.84","20","50.5","19.8","25",".39","2.32","50",".1544","3.88113","1383.845","33.84836","PASS","3","C","1656L0T","PASS","22-JUN-15","80km TDM"
"863394","152108209","PKGF10GB5","35.02","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0005","-999","-999","-999","FAIL","3","C","1656L0T","FAIL_MODULATOR_CONTACT","16-JUN-15","80km TDM"
"863129","152108225","PKGF10GB7","48.1","94.9",".65","1.57","-.8","-999",".92","12.1","998.8","-999","-999","-999","-999","-999","-999","51",".1701","-999","612.107","34.78128","FAIL","4","C","1656L0T","FAIL_TUNING","19-JUN-15","80km TDM"
"863130","152108226","PKGF10GB4","45.03","79.9",".4","1.52","-.7","1549.723",".619","11.8",".85","20","49.84","20.8","26.3",".76","1.89","50",".1414","4.37705","683.618","28.43766","PASS","4","C","1655L0","PASS","14-JUN-15","40km TDM"
"863133","152108229","PKGF10GB4","48.1","94.9",".75","1.58","-.8","-999","1.219","12.5","998.8","-999","-999","-999","-999","-999","-999","50",".1695","-999","776.839","32.9883","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"863400","152108233","PKGF10GB6","48.1","90",".63","1.51","-.85","-999","1.912","12","3.89","11","-999","-999","-999","-999","2.01","49",".1502","-999","952.207","31.97417","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"863422","152108255","PKGF10GB6","50","94.9",".74","1.6","-.95","-999","-1.428","9.7","998.8","-999","-999","-999","-999","-999","-999","50",".1593","-999","807.41","37.45672","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"863424","152108257","PKGF10GB5","45.04","79.9",".4","1.56","-.7","1552.816",".436","11.2",".74","19","51.68","20.1","25.1","1.09","2.22","49",".1514","4.37705","1123.64","27.15357","PASS","4","C","1655L0","PASS","14-JUN-15","40km TDM"
"863425","152108258","PKGF10GB4","48.1","94.9",".75","1.61","-.8","-999","1.032","11.9","998.8","-999","-999","-999","-999","-999","-999","51",".1696","-999","1237.751","31.89843","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"863434","152108267","PKGF10GB7","48.1","94.72",".42","1.58","-.9","1553.768","1.754","10.7","1.79","18","51.34","20.3","24.7",".94","2.42","51",".1499","3.88113","657.683","37.04618","PASS","1","C","1656L0T","PASS","08-JUN-15","80km TDM"
